% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
1.932	2	1	194	3	1	28	2196	0	0	0
0.419	1	15	42	10	12	28	549	0	0	1
1.933	2	1	194	4	1	28	2196	0	0	0
0.42	1	6	43	1	91	28	549	0	0	0
0.42	1	6	43	1	91	28	549	0	0	1
1.934	2	1	194	5	1	28	2196	0	0	0
1.935	2	1	194	6	1	28	2196	0	0	0
1.936	2	1	194	7	1	28	2196	0	0	0
0.421	1	10	43	2	63	28	549	0	0	0
1.937	2	1	194	8	1	28	2196	0	0	0
0.421	1	10	43	2	63	28	549	0	0	1
1.938	2	1	194	9	1	28	2196	0	0	0
0.422	1	5	43	3	20	28	549	0	0	0
1.939	2	1	194	10	1	28	2196	0	0	0
0.422	1	5	43	3	20	28	549	0	0	1
1.94	2	1	195	1	1	28	2196	0	0	0
1.941	2	1	195	2	1	28	2196	0	0	0
1.942	2	1	195	3	1	28	2196	0	0	0
0.423	1	13	43	4	94	28	549	0	0	0
0.423	1	13	43	4	94	28	549	0	0	1
1.943	2	1	195	4	1	28	2196	0	0	0
1.944	2	1	195	5	1	28	2196	0	0	0
0.424	1	3	43	5	96	28	549	0	0	0
0.424	1	3	43	5	96	28	549	0	0	1
1.945	2	1	195	6	1	28	2196	0	0	0
1.946	2	1	195	7	1	28	2196	0	0	0
1.947	2	1	195	8	1	28	2196	0	0	0
1.948	2	1	195	9	1	28	2196	0	0	0
0.425	1	8	43	6	71	28	549	0	0	0
0.425	1	8	43	6	71	28	549	0	0	1
1.949	2	1	195	10	1	28	2196	0	0	0
1.95	2	1	196	1	1	28	2196	0	0	0
0.426	1	7	43	7	29	28	549	0	0	0
0.426	1	7	43	7	29	28	549	0	0	1
1.951	2	1	196	2	1	28	2196	0	0	0
1.952	2	1	196	3	1	28	2196	0	0	0
1.953	2	1	196	4	1	28	2196	0	0	0
0.427	1	4	43	8	78	28	549	0	0	0
1.954	2	1	196	5	1	28	2196	0	0	0
0.427	1	4	43	8	78	28	549	0	0	1
1.955	2	1	196	6	1	28	2196	0	0	0
0.428	1	9	43	9	39	28	549	0	0	0
0.428	1	9	43	9	39	28	549	0	0	1
1.956	2	1	196	7	1	28	2196	0	0	0
1.957	2	1	196	8	1	28	2196	0	0	0
1.958	2	1	196	9	1	28	2196	0	0	0
1.959	2	1	196	10	1	28	2196	0	0	0
0.429	1	12	43	10	82	28	549	0	0	0
0.429	1	12	43	10	82	28	549	0	0	1
1.96	2	1	197	1	1	28	2196	0	0	0
1.961	2	1	197	2	1	28	2196	0	0	0
0.43	1	2	44	1	50	28	549	0	0	0
0.43	1	2	44	1	50	28	549	0	0	1
1.962	2	1	197	3	1	28	2196	0	0	0
1.963	2	1	197	4	1	28	2196	0	0	0
1.964	2	1	197	5	1	28	2196	0	0	0
1.965	2	1	197	6	1	28	2196	0	0	0
0.431	1	14	44	2	1	28	549	0	0	0
0.431	1	14	44	2	1	28	549	0	0	1
1.966	2	1	197	7	1	28	2196	0	0	0
1.967	2	1	197	8	1	28	2196	0	0	0
0.432	1	1	44	3	87	28	549	0	0	0
0.432	1	1	44	3	87	28	549	0	0	1
1.968	2	1	197	9	1	28	2196	0	0	0
1.969	2	1	197	10	1	28	2196	0	0	0
1.97	2	1	198	1	1	28	2196	0	0	0
0.433	1	11	44	4	58	28	549	0	0	0
0.433	1	11	44	4	58	28	549	0	0	1
1.971	2	1	198	2	1	28	2196	0	0	0
1.972	2	1	198	3	1	28	2196	0	0	0
0.434	1	15	44	5	12	28	549	0	0	0
0.434	1	15	44	5	12	28	549	0	0	1
1.973	2	1	198	4	1	28	2196	0	0	0
1.974	2	1	198	5	1	28	2196	0	0	0
1.975	2	1	198	6	1	28	2196	0	0	0
0.435	1	6	44	6	91	28	549	0	0	0
1.976	2	1	198	7	1	28	2196	0	0	0
0.435	1	6	44	6	91	28	549	0	0	1
1.977	2	1	198	8	1	28	2196	0	0	0
0.436	1	10	44	7	63	28	549	0	0	0
0.436	1	10	44	7	63	28	549	0	0	1
1.978	2	1	198	9	1	28	2196	0	0	0
1.979	2	1	198	10	1	28	2196	0	0	0
1.98	2	1	199	1	1	28	2196	0	0	0
1.981	2	1	199	2	1	28	2196	0	0	0
0.437	1	5	44	8	20	28	549	0	0	0
0.437	1	5	44	8	20	28	549	0	0	1
1.982	2	1	199	3	1	28	2196	0	0	0
1.983	2	1	199	4	1	28	2196	0	0	0
0.438	1	13	44	9	94	28	549	0	0	0
0.438	1	13	44	9	94	28	549	0	0	1
1.984	2	1	199	5	1	28	2196	0	0	0
1.985	2	1	199	6	1	28	2196	0	0	0
1.986	2	1	199	7	1	28	2196	0	0	0
1.987	2	1	199	8	1	28	2196	0	0	0
0.439	1	3	44	10	96	28	549	0	0	0
0.439	1	3	44	10	96	28	549	0	0	1
1.988	2	1	199	9	1	28	2196	0	0	0
1.989	2	1	199	10	1	28	2196	0	0	0
0.44	1	8	45	1	71	28	549	0	0	0
0.44	1	8	45	1	71	28	549	0	0	1
1.99	2	1	200	1	1	28	2196	0	0	0
1.991	2	1	200	2	1	28	2196	0	0	0
1.992	2	1	200	3	1	28	2196	0	0	0
0.441	1	7	45	2	29	28	549	0	0	0
0.441	1	7	45	2	29	28	549	0	0	1
1.993	2	1	200	4	1	28	2196	0	0	0
1.994	2	1	200	5	1	28	2196	0	0	0
0.442	1	4	45	3	78	28	549	0	0	0
0.442	1	4	45	3	78	28	549	0	0	1
1.995	2	1	200	6	1	28	2196	0	0	0
1.996	2	1	200	7	1	28	2196	0	0	0
1.997	2	1	200	8	1	28	2196	0	0	0
0.443	1	9	45	4	39	28	549	0	0	0
0.443	1	9	45	4	39	28	549	0	0	1
1.998	2	1	200	9	1	28	2196	0	0	0
1.999	2	1	200	10	1	28	2196	0	0	0
0.444	1	12	45	5	82	28	549	0	0	0
0.444	1	12	45	5	82	28	549	0	0	1
0.445	1	2	45	6	50	28	549	0	0	0
0.445	1	2	45	6	50	28	549	0	0	1
0.446	1	14	45	7	1	28	549	0	0	0
0.446	1	14	45	7	1	28	549	0	0	1
0.447	1	1	45	8	87	28	549	0	0	0
0.447	1	1	45	8	87	28	549	0	0	1
0.448	1	11	45	9	58	28	549	0	0	0
0.448	1	11	45	9	58	28	549	0	0	1
0.449	1	15	45	10	12	28	549	0	0	0
0.449	1	15	45	10	12	28	549	0	0	1
0.45	1	6	46	1	91	28	549	0	0	0
0.45	1	6	46	1	91	28	549	0	0	1
0.451	1	10	46	2	63	28	549	0	0	0
0.451	1	10	46	2	63	28	549	0	0	1
0.452	1	5	46	3	20	28	549	0	0	0
0.452	1	5	46	3	20	28	549	0	0	1
0.453	1	13	46	4	94	28	549	0	0	0
0.453	1	13	46	4	94	28	549	0	0	1
0.454	1	3	46	5	96	28	549	0	0	0
0.454	1	3	46	5	96	28	549	0	0	1
0.455	1	8	46	6	71	28	549	0	0	0
0.455	1	8	46	6	71	28	549	0	0	1
0.456	1	7	46	7	29	28	549	0	0	0
0.456	1	7	46	7	29	28	549	0	0	1
0.457	1	4	46	8	78	28	549	0	0	0
0.457	1	4	46	8	78	28	549	0	0	1
0.458	1	9	46	9	39	28	549	0	0	0
0.458	1	9	46	9	39	28	549	0	0	1
0.459	1	12	46	10	82	28	549	0	0	0
0.459	1	12	46	10	82	28	549	0	0	1
0.46	1	2	47	1	50	28	549	0	0	0
0.46	1	2	47	1	50	28	549	0	0	1
0.461	1	14	47	2	1	28	549	0	0	0
0.461	1	14	47	2	1	28	549	0	0	1
0.462	1	1	47	3	87	28	549	0	0	0
0.462	1	1	47	3	87	28	549	0	0	1
0.463	1	11	47	4	58	28	549	0	0	0
0.463	1	11	47	4	58	28	549	0	0	1
0.464	1	15	47	5	12	28	549	0	0	0
0.464	1	15	47	5	12	28	549	0	0	1
0.465	1	6	47	6	91	28	549	0	0	0
0.465	1	6	47	6	91	28	549	0	0	1
0.466	1	10	47	7	63	28	549	0	0	0
0.466	1	10	47	7	63	28	549	0	0	1
0.467	1	5	47	8	20	28	549	0	0	0
0.467	1	5	47	8	20	28	549	0	0	1
0.468	1	13	47	9	94	28	549	0	0	0
0.468	1	13	47	9	94	28	549	0	0	1
0.469	1	3	47	10	96	28	549	0	0	0
0.469	1	3	47	10	96	28	549	0	0	1
0.47	1	8	48	1	71	28	549	0	0	0
0.47	1	8	48	1	71	28	549	0	0	1
0.471	1	7	48	2	29	28	549	0	0	0
0.471	1	7	48	2	29	28	549	0	0	1
0.472	1	4	48	3	78	28	549	0	0	0
0.472	1	4	48	3	78	28	549	0	0	1
0.473	1	9	48	4	39	28	549	0	0	0
0.473	1	9	48	4	39	28	549	0	0	1
0.474	1	12	48	5	82	28	549	0	0	0
0.474	1	12	48	5	82	28	549	0	0	1
0.475	1	2	48	6	50	28	549	0	0	0
0.475	1	2	48	6	50	28	549	0	0	1
0.476	1	14	48	7	1	28	549	0	0	0
0.476	1	14	48	7	1	28	549	0	0	1
0.477	1	1	48	8	87	28	549	0	0	0
0.477	1	1	48	8	87	28	549	0	0	1
0.478	1	11	48	9	58	28	549	0	0	0
0.478	1	11	48	9	58	28	549	0	0	1
0.479	1	15	48	10	12	28	549	0	0	0
0.479	1	15	48	10	12	28	549	0	0	1
0.48	1	6	49	1	91	28	549	0	0	0
0.48	1	6	49	1	91	28	549	0	0	1
0.481	1	10	49	2	63	28	549	0	0	0
0.481	1	10	49	2	63	28	549	0	0	1
0.482	1	5	49	3	20	28	549	0	0	0
0.482	1	5	49	3	20	28	549	0	0	1
0.483	1	13	49	4	94	28	549	0	0	0
0.483	1	13	49	4	94	28	549	0	0	1
0.484	1	3	49	5	96	28	549	0	0	0
0.484	1	3	49	5	96	28	549	0	0	1
0.485	1	8	49	6	71	28	549	0	0	0
0.485	1	8	49	6	71	28	549	0	0	1
0.486	1	7	49	7	29	28	549	0	0	0
0.486	1	7	49	7	29	28	549	0	0	1
0.487	1	4	49	8	78	28	549	0	0	0
0.487	1	4	49	8	78	28	549	0	0	1
0.488	1	9	49	9	39	28	549	0	0	0
0.488	1	9	49	9	39	28	549	0	0	1
0.489	1	12	49	10	82	28	549	0	0	0
0.489	1	12	49	10	82	28	549	0	0	1
0.49	1	2	50	1	50	28	549	0	0	0
0.49	1	2	50	1	50	28	549	0	0	1
0.491	1	14	50	2	1	28	549	0	0	0
0.491	1	14	50	2	1	28	549	0	0	1
0.492	1	1	50	3	87	28	549	0	0	0
0.492	1	1	50	3	87	28	549	0	0	1
0.493	1	11	50	4	58	28	549	0	0	0
0.493	1	11	50	4	58	28	549	0	0	1
0.494	1	15	50	5	12	28	549	0	0	0
0.494	1	15	50	5	12	28	549	0	0	1
0.495	1	6	50	6	91	28	549	0	0	0
0.495	1	6	50	6	91	28	549	0	0	1
0.496	1	10	50	7	63	28	549	0	0	0
0.496	1	10	50	7	63	28	549	0	0	1
0.497	1	5	50	8	20	28	549	0	0	0
0.497	1	5	50	8	20	28	549	0	0	1
0.498	1	13	50	9	94	28	549	0	0	0
0.498	1	13	50	9	94	28	549	0	0	1
0.499	1	3	50	10	96	28	549	0	0	0
0.499	1	3	50	10	96	28	549	0	0	1
0.5	1	8	51	1	71	28	549	0	0	0
0.5	1	8	51	1	71	28	549	0	0	1
0.501	1	7	51	2	29	28	549	0	0	0
0.501	1	7	51	2	29	28	549	0	0	1
0.502	1	4	51	3	78	28	549	0	0	0
0.502	1	4	51	3	78	28	549	0	0	1
0.503	1	9	51	4	39	28	549	0	0	0
0.503	1	9	51	4	39	28	549	0	0	1
0.504	1	12	51	5	82	28	549	0	0	0
0.504	1	12	51	5	82	28	549	0	0	1
0.505	1	2	51	6	50	28	549	0	0	0
0.505	1	2	51	6	50	28	549	0	0	1
0.506	1	14	51	7	1	28	549	0	0	0
0.506	1	14	51	7	1	28	549	0	0	1
0.507	1	1	51	8	87	28	549	0	0	0
0.507	1	1	51	8	87	28	549	0	0	1
0.508	1	11	51	9	58	28	549	0	0	0
0.508	1	11	51	9	58	28	549	0	0	1
0.509	1	15	51	10	12	28	549	0	0	0
0.509	1	15	51	10	12	28	549	0	0	1
0.51	1	6	52	1	91	28	549	0	0	0
0.51	1	6	52	1	91	28	549	0	0	1
0.511	1	10	52	2	63	28	549	0	0	0
0.511	1	10	52	2	63	28	549	0	0	1
0.512	1	5	52	3	20	28	549	0	0	0
0.512	1	5	52	3	20	28	549	0	0	1
0.513	1	13	52	4	94	28	549	0	0	0
0.513	1	13	52	4	94	28	549	0	0	1
0.514	1	3	52	5	96	28	549	0	0	0
0.514	1	3	52	5	96	28	549	0	0	1
0.515	1	8	52	6	71	28	549	0	0	0
0.515	1	8	52	6	71	28	549	0	0	1
0.516	1	7	52	7	29	28	549	0	0	0
0.516	1	7	52	7	29	28	549	0	0	1
0.517	1	4	52	8	78	28	549	0	0	0
0.517	1	4	52	8	78	28	549	0	0	1
0.518	1	9	52	9	39	28	549	0	0	0
0.518	1	9	52	9	39	28	549	0	0	1
0.519	1	12	52	10	82	28	549	0	0	0
0.519	1	12	52	10	82	28	549	0	0	1
0.52	1	2	53	1	50	28	549	0	0	0
0.52	1	2	53	1	50	28	549	0	0	1
0.521	1	14	53	2	1	28	549	0	0	0
0.521	1	14	53	2	1	28	549	0	0	1
0.522	1	1	53	3	87	28	549	0	0	0
0.522	1	1	53	3	87	28	549	0	0	1
0.523	1	11	53	4	58	28	549	0	0	0
0.523	1	11	53	4	58	28	549	0	0	1
0.524	1	15	53	5	12	28	549	0	0	0
0.524	1	15	53	5	12	28	549	0	0	1
0.525	1	6	53	6	91	28	549	0	0	0
0.525	1	6	53	6	91	28	549	0	0	1
0.526	1	10	53	7	63	28	549	0	0	0
0.526	1	10	53	7	63	28	549	0	0	1
0.527	1	5	53	8	20	28	549	0	0	0
0.527	1	5	53	8	20	28	549	0	0	1
0.528	1	13	53	9	94	28	549	0	0	0
0.528	1	13	53	9	94	28	549	0	0	1
0.529	1	3	53	10	96	28	549	0	0	0
0.529	1	3	53	10	96	28	549	0	0	1
0.53	1	8	54	1	71	28	549	0	0	0
0.53	1	8	54	1	71	28	549	0	0	1
0.531	1	7	54	2	29	28	549	0	0	0
0.531	1	7	54	2	29	28	549	0	0	1
0.532	1	4	54	3	78	28	549	0	0	0
0.532	1	4	54	3	78	28	549	0	0	1
0.533	1	9	54	4	39	28	549	0	0	0
0.533	1	9	54	4	39	28	549	0	0	1
0.534	1	12	54	5	82	28	549	0	0	0
0.534	1	12	54	5	82	28	549	0	0	1
0.535	1	2	54	6	50	28	549	0	0	0
0.535	1	2	54	6	50	28	549	0	0	1
0.536	1	14	54	7	1	28	549	0	0	0
0.536	1	14	54	7	1	28	549	0	0	1
0.537	1	1	54	8	87	28	549	0	0	0
0.537	1	1	54	8	87	28	549	0	0	1
0.538	1	11	54	9	58	28	549	0	0	0
0.538	1	11	54	9	58	28	549	0	0	1
0.539	1	15	54	10	12	28	549	0	0	0
0.539	1	15	54	10	12	28	549	0	0	1
0.54	1	6	55	1	91	28	549	0	0	0
0.54	1	6	55	1	91	28	549	0	0	1
0.541	1	10	55	2	63	28	549	0	0	0
0.541	1	10	55	2	63	28	549	0	0	1
0.542	1	5	55	3	20	28	549	0	0	0
0.542	1	5	55	3	20	28	549	0	0	1
0.543	1	13	55	4	94	28	549	0	0	0
0.543	1	13	55	4	94	28	549	0	0	1
0.544	1	3	55	5	96	28	549	0	0	0
0.544	1	3	55	5	96	28	549	0	0	1
0.545	1	8	55	6	71	28	549	0	0	0
0.545	1	8	55	6	71	28	549	0	0	1
0.546	1	7	55	7	29	28	549	0	0	0
0.546	1	7	55	7	29	28	549	0	0	1
0.547	1	4	55	8	78	28	549	0	0	0
0.547	1	4	55	8	78	28	549	0	0	1
0.548	1	9	55	9	39	28	549	0	0	0
0.548	1	9	55	9	39	28	549	0	0	1
0.549	1	12	55	10	82	28	549	0	0	0
0.549	1	12	55	10	82	28	549	0	0	1
0.55	1	2	56	1	50	28	549	0	0	0
0.55	1	2	56	1	50	28	549	0	0	1
0.551	1	14	56	2	1	28	549	0	0	0
0.551	1	14	56	2	1	28	549	0	0	1
0.552	1	1	56	3	87	28	549	0	0	0
0.552	1	1	56	3	87	28	549	0	0	1
0.553	1	11	56	4	58	28	549	0	0	0
0.553	1	11	56	4	58	28	549	0	0	1
0.554	1	15	56	5	12	28	549	0	0	0
0.554	1	15	56	5	12	28	549	0	0	1
0.555	1	6	56	6	91	28	549	0	0	0
0.555	1	6	56	6	91	28	549	0	0	1
0.556	1	10	56	7	63	28	549	0	0	0
0.556	1	10	56	7	63	28	549	0	0	1
0.557	1	5	56	8	20	28	549	0	0	0
0.557	1	5	56	8	20	28	549	0	0	1
0.558	1	13	56	9	94	28	549	0	0	0
0.558	1	13	56	9	94	28	549	0	0	1
0.559	1	3	56	10	96	28	549	0	0	0
0.559	1	3	56	10	96	28	549	0	0	1
0.56	1	8	57	1	71	28	549	0	0	0
0.56	1	8	57	1	71	28	549	0	0	1
0.561	1	7	57	2	29	28	549	0	0	0
0.561	1	7	57	2	29	28	549	0	0	1
0.562	1	4	57	3	78	28	549	0	0	0
0.562	1	4	57	3	78	28	549	0	0	1
0.563	1	9	57	4	39	28	549	0	0	0
0.563	1	9	57	4	39	28	549	0	0	1
0.564	1	12	57	5	82	28	549	0	0	0
0.564	1	12	57	5	82	28	549	0	0	1
0.565	1	2	57	6	50	28	549	0	0	0
0.565	1	2	57	6	50	28	549	0	0	1
0.566	1	14	57	7	1	28	549	0	0	0
0.566	1	14	57	7	1	28	549	0	0	1
0.567	1	1	57	8	87	28	549	0	0	0
0.567	1	1	57	8	87	28	549	0	0	1
0.568	1	11	57	9	58	28	549	0	0	0
0.568	1	11	57	9	58	28	549	0	0	1
0.569	1	15	57	10	12	28	549	0	0	0
0.569	1	15	57	10	12	28	549	0	0	1
0.57	1	6	58	1	91	28	549	0	0	0
0.57	1	6	58	1	91	28	549	0	0	1
0.571	1	10	58	2	63	28	549	0	0	0
0.571	1	10	58	2	63	28	549	0	0	1
0.572	1	5	58	3	20	28	549	0	0	0
0.572	1	5	58	3	20	28	549	0	0	1
0.573	1	13	58	4	94	28	549	0	0	0
0.573	1	13	58	4	94	28	549	0	0	1
0.574	1	3	58	5	96	28	549	0	0	0
0.574	1	3	58	5	96	28	549	0	0	1
0.575	1	8	58	6	71	28	549	0	0	0
0.575	1	8	58	6	71	28	549	0	0	1
0.576	1	7	58	7	29	28	549	0	0	0
0.576	1	7	58	7	29	28	549	0	0	1
0.577	1	4	58	8	78	28	549	0	0	0
0.577	1	4	58	8	78	28	549	0	0	1
0.578	1	9	58	9	39	28	549	0	0	0
0.578	1	9	58	9	39	28	549	0	0	1
0.579	1	12	58	10	82	28	549	0	0	0
0.579	1	12	58	10	82	28	549	0	0	1
0.58	1	2	59	1	50	28	549	0	0	0
0.58	1	2	59	1	50	28	549	0	0	1
0.581	1	14	59	2	1	28	549	0	0	0
0.581	1	14	59	2	1	28	549	0	0	1
0.582	1	1	59	3	87	28	549	0	0	0
0.582	1	1	59	3	87	28	549	0	0	1
0.583	1	11	59	4	58	28	549	0	0	0
0.583	1	11	59	4	58	28	549	0	0	1
0.584	1	15	59	5	12	28	549	0	0	0
0.584	1	15	59	5	12	28	549	0	0	1
0.585	1	6	59	6	91	28	549	0	0	0
0.585	1	6	59	6	91	28	549	0	0	1
0.586	1	10	59	7	63	28	549	0	0	0
0.586	1	10	59	7	63	28	549	0	0	1
0.587	1	5	59	8	20	28	549	0	0	0
0.587	1	5	59	8	20	28	549	0	0	1
0.588	1	13	59	9	94	28	549	0	0	0
0.588	1	13	59	9	94	28	549	0	0	1
0.589	1	3	59	10	96	28	549	0	0	0
0.589	1	3	59	10	96	28	549	0	0	1
0.59	1	8	60	1	71	28	549	0	0	0
0.59	1	8	60	1	71	28	549	0	0	1
0.591	1	7	60	2	29	28	549	0	0	0
0.591	1	7	60	2	29	28	549	0	0	1
0.592	1	4	60	3	78	28	549	0	0	0
0.592	1	4	60	3	78	28	549	0	0	1
0.593	1	9	60	4	39	28	549	0	0	0
0.593	1	9	60	4	39	28	549	0	0	1
0.594	1	12	60	5	82	28	549	0	0	0
0.594	1	12	60	5	82	28	549	0	0	1
0.595	1	2	60	6	50	28	549	0	0	0
0.595	1	2	60	6	50	28	549	0	0	1
0.596	1	14	60	7	1	28	549	0	0	0
0.596	1	14	60	7	1	28	549	0	0	1
0.597	1	1	60	8	87	28	549	0	0	0
0.597	1	1	60	8	87	28	549	0	0	1
0.598	1	11	60	9	58	28	549	0	0	0
0.598	1	11	60	9	58	28	549	0	0	1
0.599	1	15	60	10	12	28	549	0	0	0
0.599	1	15	60	10	12	28	549	0	0	1
0.6	1	6	61	1	91	28	549	0	0	0
0.6	1	6	61	1	91	28	549	0	0	1
0.601	1	10	61	2	63	28	549	0	0	0
0.601	1	10	61	2	63	28	549	0	0	1
0.602	1	5	61	3	20	28	549	0	0	0
0.602	1	5	61	3	20	28	549	0	0	1
0.603	1	13	61	4	94	28	549	0	0	0
0.603	1	13	61	4	94	28	549	0	0	1
0.604	1	3	61	5	96	28	549	0	0	0
0.604	1	3	61	5	96	28	549	0	0	1
0.605	1	8	61	6	71	28	549	0	0	0
0.605	1	8	61	6	71	28	549	0	0	1
0.606	1	7	61	7	29	28	549	0	0	0
0.606	1	7	61	7	29	28	549	0	0	1
0.607	1	4	61	8	78	28	549	0	0	0
0.607	1	4	61	8	78	28	549	0	0	1
0.608	1	9	61	9	39	28	549	0	0	0
0.608	1	9	61	9	39	28	549	0	0	1
0.609	1	12	61	10	82	28	549	0	0	0
0.609	1	12	61	10	82	28	549	0	0	1
0.61	1	2	62	1	50	28	549	0	0	0
0.61	1	2	62	1	50	28	549	0	0	1
0.611	1	14	62	2	1	28	549	0	0	0
0.611	1	14	62	2	1	28	549	0	0	1
0.612	1	1	62	3	87	28	549	0	0	0
0.612	1	1	62	3	87	28	549	0	0	1
0.613	1	11	62	4	58	28	549	0	0	0
0.613	1	11	62	4	58	28	549	0	0	1
0.614	1	15	62	5	12	28	549	0	0	0
0.614	1	15	62	5	12	28	549	0	0	1
0.615	1	6	62	6	91	28	549	0	0	0
0.615	1	6	62	6	91	28	549	0	0	1
0.616	1	10	62	7	63	28	549	0	0	0
0.616	1	10	62	7	63	28	549	0	0	1
0.617	1	5	62	8	20	28	549	0	0	0
0.617	1	5	62	8	20	28	549	0	0	1
0.618	1	13	62	9	94	28	549	0	0	0
0.618	1	13	62	9	94	28	549	0	0	1
0.619	1	3	62	10	96	28	549	0	0	0
0.619	1	3	62	10	96	28	549	0	0	1
0.62	1	8	63	1	71	28	549	0	0	0
0.62	1	8	63	1	71	28	549	0	0	1
0.621	1	7	63	2	29	28	549	0	0	0
0.621	1	7	63	2	29	28	549	0	0	1
0.622	1	4	63	3	78	28	549	0	0	0
0.622	1	4	63	3	78	28	549	0	0	1
0.623	1	9	63	4	39	28	549	0	0	0
0.623	1	9	63	4	39	28	549	0	0	1
0.624	1	12	63	5	82	28	549	0	0	0
0.624	1	12	63	5	82	28	549	0	0	1
0.625	1	2	63	6	50	28	549	0	0	0
0.625	1	2	63	6	50	28	549	0	0	1
0.626	1	14	63	7	1	28	549	0	0	0
0.626	1	14	63	7	1	28	549	0	0	1
0.627	1	1	63	8	87	28	549	0	0	0
0.627	1	1	63	8	87	28	549	0	0	1
0.628	1	11	63	9	58	28	549	0	0	0
0.628	1	11	63	9	58	28	549	0	0	1
0.629	1	15	63	10	12	28	549	0	0	0
0.629	1	15	63	10	12	28	549	0	0	1
0.63	1	6	64	1	91	28	549	0	0	0
0.63	1	6	64	1	91	28	549	0	0	1
0.631	1	10	64	2	63	28	549	0	0	0
0.631	1	10	64	2	63	28	549	0	0	1
0.632	1	5	64	3	20	28	549	0	0	0
0.632	1	5	64	3	20	28	549	0	0	1
0.633	1	13	64	4	94	28	549	0	0	0
0.633	1	13	64	4	94	28	549	0	0	1
0.634	1	3	64	5	96	28	549	0	0	0
0.634	1	3	64	5	96	28	549	0	0	1
0.635	1	8	64	6	71	28	549	0	0	0
0.635	1	8	64	6	71	28	549	0	0	1
0.636	1	7	64	7	29	28	549	0	0	0
0.636	1	7	64	7	29	28	549	0	0	1
0.637	1	4	64	8	78	28	549	0	0	0
0.637	1	4	64	8	78	28	549	0	0	1
0.638	1	9	64	9	39	28	549	0	0	0
0.638	1	9	64	9	39	28	549	0	0	1
0.639	1	12	64	10	82	28	549	0	0	0
0.639	1	12	64	10	82	28	549	0	0	1
0.64	1	2	65	1	50	28	549	0	0	0
0.64	1	2	65	1	50	28	549	0	0	1
0.641	1	14	65	2	1	28	549	0	0	0
0.641	1	14	65	2	1	28	549	0	0	1
0.642	1	1	65	3	87	28	549	0	0	0
0.642	1	1	65	3	87	28	549	0	0	1
0.643	1	11	65	4	58	28	549	0	0	0
0.643	1	11	65	4	58	28	549	0	0	1
0.644	1	15	65	5	12	28	549	0	0	0
0.644	1	15	65	5	12	28	549	0	0	1
0.645	1	6	65	6	91	28	549	0	0	0
0.645	1	6	65	6	91	28	549	0	0	1
0.646	1	10	65	7	63	28	549	0	0	0
0.646	1	10	65	7	63	28	549	0	0	1
0.647	1	5	65	8	20	28	549	0	0	0
0.647	1	5	65	8	20	28	549	0	0	1
0.648	1	13	65	9	94	28	549	0	0	0
0.648	1	13	65	9	94	28	549	0	0	1
0.649	1	3	65	10	96	28	549	0	0	0
0.649	1	3	65	10	96	28	549	0	0	1
0.65	1	8	66	1	71	28	549	0	0	0
0.65	1	8	66	1	71	28	549	0	0	1
0.651	1	7	66	2	29	28	549	0	0	0
0.651	1	7	66	2	29	28	549	0	0	1
0.652	1	4	66	3	78	28	549	0	0	0
0.652	1	4	66	3	78	28	549	0	0	1
0.653	1	9	66	4	39	28	549	0	0	0
0.653	1	9	66	4	39	28	549	0	0	1
0.654	1	12	66	5	82	28	549	0	0	0
0.654	1	12	66	5	82	28	549	0	0	1
0.655	1	2	66	6	50	28	549	0	0	0
0.655	1	2	66	6	50	28	549	0	0	1
0.656	1	14	66	7	1	28	549	0	0	0
0.656	1	14	66	7	1	28	549	0	0	1
0.657	1	1	66	8	87	28	549	0	0	0
0.657	1	1	66	8	87	28	549	0	0	1
0.658	1	11	66	9	58	28	549	0	0	0
0.658	1	11	66	9	58	28	549	0	0	1
0.659	1	15	66	10	12	28	549	0	0	0
0.659	1	15	66	10	12	28	549	0	0	1
0.66	1	6	67	1	91	28	549	0	0	0
0.66	1	6	67	1	91	28	549	0	0	1
0.661	1	10	67	2	63	28	549	0	0	0
0.661	1	10	67	2	63	28	549	0	0	1
0.662	1	5	67	3	20	28	549	0	0	0
0.662	1	5	67	3	20	28	549	0	0	1
0.663	1	13	67	4	94	28	549	0	0	0
0.663	1	13	67	4	94	28	549	0	0	1
0.664	1	3	67	5	96	28	549	0	0	0
0.664	1	3	67	5	96	28	549	0	0	1
0.665	1	8	67	6	71	28	549	0	0	0
0.665	1	8	67	6	71	28	549	0	0	1
0.666	1	7	67	7	29	28	549	0	0	0
0.666	1	7	67	7	29	28	549	0	0	1
0.667	1	4	67	8	78	28	549	0	0	0
0.667	1	4	67	8	78	28	549	0	0	1
0.668	1	9	67	9	39	28	549	0	0	0
0.668	1	9	67	9	39	28	549	0	0	1
0.669	1	12	67	10	82	28	549	0	0	0
0.669	1	12	67	10	82	28	549	0	0	1
0.67	1	2	68	1	50	28	549	0	0	0
0.67	1	2	68	1	50	28	549	0	0	1
0.671	1	14	68	2	1	28	549	0	0	0
0.671	1	14	68	2	1	28	549	0	0	1
0.672	1	1	68	3	87	28	549	0	0	0
0.672	1	1	68	3	87	28	549	0	0	1
0.673	1	11	68	4	58	28	549	0	0	0
0.673	1	11	68	4	58	28	549	0	0	1
0.674	1	15	68	5	12	28	549	0	0	0
